"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL2110737";"CELGOSIVIR";"CELGOSIVIR";"Small molecule";"2.0";"259.30";"5";"6";"-1.13";"90.23";"6";"3";"0";"3";"N";"0.56";"12.93";"8.19";"-0.97";"-1.82";"0";"MOL";"0";"18";"6";"3";"0";"259.1420";"1.71";"NEUTRAL";"C12H21NO5";"CCCC(=O)O[C@H]1CN2CC[C@H](O)[C@@H]2[C@@H](O)[C@@H]1O";"HTJGLYIJVSDQAE-VWNXEWBOSA-N"
"CHEMBL4279047";"VORASIDENIB";"AG-881|VORASIDENIB";"Small molecule";"3.0";"414.74";"6";"20";"4.31";"75.62";"6";"2";"0";"5";"N";"0.56";"9.90";"5.04";"5.25";"5.24";"2";"MOL";"0";"27";"6";"2";"0";"414.0794";"-0.76";"NEUTRAL";"C14H13ClF6N6";"C[C@@H](Nc1nc(N[C@H](C)C(F)(F)F)nc(-c2cccc(Cl)n2)n1)C(F)(F)F";"QCZAWDGAVJMPTA-RNFRBKRXSA-N"
"CHEMBL2109667";"SIMTUZUMAB";"AB-0024|AB0024|GS-6624|SIMTUZUMAB";"Antibody";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL1743073";"SOTATERCEPT";"ACE-001|ACE-011|ACE011|SOTATERCEPT";"Protein";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL4650230";"SIMUFILAM";"C-0105|C0105|C0105M|Filora|PTI-125|PTI-910|SIMUFILAM";"Small molecule";"3.0";"259.35";"";"";"1.04";"35.58";"3";"1";"0";"2";"Y";"0.86";"None";"8.28";"1.43";"0.49";"1";"MOL";"0";"19";"4";"1";"0";"259.1685";"-0.38";"NEUTRAL";"C15H21N3O";"CN1CCC2(CC1)NCC(=O)N2Cc1ccccc1";"BSQPTZYKCAULBH-UHFFFAOYSA-N"
"CHEMBL4594511";"VUTRISIRAN";"ALN-65492|ALN-TTRSC02|AMVUTTRA|VOTRISIRAN|VUTRISIRAN";"Oligonucleotide";"4.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2108080";"PARNAPARIN SODIUM";"FLUXUM|LOWEPA|MINIDALTON|OP 21-23|OP-21-23|OP-2123|PARNAPARIN SODIUM|TROMBOPARIN";"Oligosaccharide";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL483465";"ELRAGLUSIB";"9 ING 41|9-ING-41|ELRAGLUSIB";"Small molecule";"2.0";"404.35";"4";"7";"3.36";"82.70";"6";"1";"0";"2";"N";"0.52";"9.86";"None";"2.95";"2.95";"4";"MOL";"0";"30";"7";"1";"0";"404.0808";"-0.19";"NEUTRAL";"C22H13FN2O5";"Cn1cc(C2=C(c3coc4ccc(F)cc34)C(=O)NC2=O)c2cc3c(cc21)OCO3";"FARXPFGGGGLENU-UHFFFAOYSA-N"
"CHEMBL2219642";"MAGNESIUM CHLORIDE";"MAGNESIUM CHLORIDE";"Small molecule";"4.0";"95.21";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"1";"None";"None";"None";"None";"93.9227";"None";"None";"Cl2Mg";"[Cl-].[Cl-].[Mg+2]";"TWRXJAOTZQYOKJ-UHFFFAOYSA-L"
"CHEMBL4594437";"CENTHAQUINE";"CENTHAQUINE|COMPOUND-7173|PMZ-2010|PMZ2010";"Small molecule";"3.0";"331.46";"";"";"3.91";"19.37";"3";"0";"0";"4";"N";"0.72";"None";"8.15";"4.64";"3.82";"3";"MOL";"0";"25";"3";"0";"0";"331.2048";"-1.41";"NEUTRAL";"C22H25N3";"Cc1cccc(N2CCN(CCc3ccc4ccccc4n3)CC2)c1";"UJNWGFBJUHIJKK-UHFFFAOYSA-N"
"CHEMBL1201540";"INSULIN SUSP ISOPHANE RECOMBINANT HUMAN";"HUMULIN N|INSULIN SUSP ISOPHANE RECOMBINANT HUMAN|NOVOLIN N";"Protein";"4.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL1201734";"BENDAMUSTINE HYDROCHLORIDE";"BELRAPZO|BENDAMUSTINE HCL|BENDAMUSTINE HYDROCHLORIDE|BENDEKA|NSC-138783|RIBOMUSTIN|Ribomustine|SDX-105|SYB L-0501|SYBL-0501|TREANDA|VIVIMUSTA";"Small molecule";"4.0";"394.73";"";"";"3.26";"58.36";"4";"1";"0";"9";"N";"0.70";"4.36";"6.41";"1.80";"0.81";"2";"MOL";"0";"23";"5";"1";"0";"357.1011";"-1.09";"ACID";"C16H22Cl3N3O2";"Cl.Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21";"ZHSKUOZOLHMKEA-UHFFFAOYSA-N"
"CHEMBL2109442";"PRO-542";"PRO-542";"Antibody";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2107910";"OLIVE OIL";"OLEA EUROPAEA FRUIT OIL|OLEA EUROPAEA OIL|OLIVAE OLEUM (EP)|OLIVE LEAF DRY EXTRACT|OLIVE OIL";"Small molecule";"4.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL14762";"SELICICLIB";"AL-39256|CYC-202|NSC-701554|R-ROSCOVITINE|ROSCOVITIN|ROSCOVITINE|SELICICLIB|Seliciclib";"Small molecule";"2.0";"354.46";"943";"2511";"3.20";"87.89";"7";"3";"0";"8";"N";"0.58";"None";"5.20";"2.89";"2.89";"3";"MOL";"0";"26";"7";"3";"0";"354.2168";"-0.75";"NEUTRAL";"C19H26N6O";"CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1";"BTIHMVBBUGXLCJ-OAHLLOKOSA-N"
"CHEMBL1637";"GEMCITABINE HYDROCHLORIDE";"GEMCITABINE (AS HYDROCHLORIDE)|GEMCITABINE HCL|GEMCITABINE HYDROCHLORIDE|Gemzar|INFUGEM|LY-188011|LY-188011 HYDROCHLORIDE|LY188011 HYDROCHLORIDE";"Small molecule";"4.0";"299.66";"20";"57";"-1.29";"110.60";"7";"3";"0";"2";"N";"0.61";"11.52";"None";"-1.47";"-1.47";"1";"MOL";"0";"18";"7";"4";"0";"263.0718";"1.30";"NEUTRAL";"C9H12ClF2N3O4";"Cl.Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1";"OKKDEIYWILRZIA-OSZBKLCCSA-N"
"CHEMBL210651";"APRICITABINE";"APRICITABINE|AVX-754|BCH-10618|BCH-10652, (-)-|SPD -754";"Small molecule";"3.0";"229.26";"6";"68";"-0.59";"90.37";"7";"2";"0";"2";"N";"0.70";"None";"None";"-0.99";"-0.99";"1";"MOL";"0";"15";"6";"3";"0";"229.0521";"0.67";"NEUTRAL";"C8H11N3O3S";"Nc1ccn([C@H]2CO[C@@H](CO)S2)c(=O)n1";"RYMCFYKJDVMSIR-RNFRBKRXSA-N"
"CHEMBL1723";"ALFUZOSIN HYDROCHLORIDE";"ALFUTRAL SR|ALFUZOSIN HCL|ALFUZOSIN HYDROCHLORIDE|BENESTAN|BENESTAN RET|BESAVAR XL|FUZATAL XL|KELANU XL|SL 77 499-10|SL-77-499-10|SL-77499-10|URION S|Uroxatral|VASRAN XL|XATRAL|XATRAL SR|ZUFAL XL";"Small molecule";"4.0";"425.92";"35";"95";"1.35";"111.83";"8";"2";"0";"8";"N";"0.65";"None";"7.30";"1.19";"0.94";"2";"MOL";"0";"28";"9";"3";"0";"389.2063";"-0.80";"NEUTRAL";"C19H28ClN5O4";"COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC.Cl";"YTNKWDJILNVLGX-UHFFFAOYSA-N"
"CHEMBL1743033";"ITOLIZUMAB";"BMAB-600|Bmab 600|EQ-001|EQ001|ITOLIZUMAB|T1h";"Antibody";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL1201184";"LANREOTIDE ACETATE";"BIM-23014C|LANREOTIDE ACETATE|SOMATULINE|SOMATULINE DEPOT|SOMATULINE LP";"Protein";"4.0";"1156.40";"1";"2";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"BOTH";"0";"None";"None";"None";"None";"1095.4670";"None";"None";"C56H73N11O12S2";"CC(=O)O.CC(C)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](NC(=O)[C@H](N)Cc2ccc3ccccc3c2)CSSC[C@@H](C(=O)N[C@H](C(N)=O)[C@@H](C)O)NC1=O";"DEXPIBGCLCPUHE-UISHROKMSA-N"
"CHEMBL3590106";"ULIXERTINIB";"BVD-523|BVD-ERK|ULIXERTINIB|Ulixertinib|VRT-752271";"Small molecule";"2.0";"433.34";"301";"343";"4.67";"90.04";"4";"4";"0";"7";"N";"0.44";"12.78";"4.65";"3.62";"3.62";"3";"MOL";"0";"29";"6";"4";"0";"432.1120";"-1.08";"NEUTRAL";"C21H22Cl2N4O2";"CC(C)Nc1cc(-c2c[nH]c(C(=O)N[C@H](CO)c3cccc(Cl)c3)c2)c(Cl)cn1";"KSERXGMCDHOLSS-LJQANCHMSA-N"
"CHEMBL3681419";"BASMISANIL";"BASMISANIL|RG-1662|RG1662|RO-5186582|RO5186582";"Small molecule";"2.0";"445.47";"9";"18";"2.63";"102.60";"7";"0";"0";"5";"N";"0.59";"None";"2.28";"1.62";"1.62";"3";"MOL";"0";"31";"8";"0";"0";"445.1108";"-2.13";"NEUTRAL";"C21H20FN3O5S";"Cc1onc(-c2ccc(F)cc2)c1COc1ccc(C(=O)N2CCS(=O)(=O)CC2)cn1";"VCGRFBXVSFAGGA-UHFFFAOYSA-N"
"CHEMBL1330596";"RACEMETYROSINE";".ALPHA.-METHYL-P-TYROSINE|ALPHA-METHYL-P-TYROSINE|D,L-METYROSINE|DL-2-METHYL-P-TYROSINE|DL-METYROSINE|DNP-01|L1-79|RACEMETIROSINE|RACEMETYROSINE|SM-88|SM-88 COMPONENT RACEMETYROSINE";"Small molecule";"3.0";"195.22";"14";"18";"0.74";"83.55";"3";"3";"0";"3";"N";"0.66";"2.06";"9.93";"-1.06";"-1.06";"1";"MOL";"0";"14";"4";"4";"0";"195.0895";"0.79";"ZWITTERION";"C10H13NO3";"CC(N)(Cc1ccc(O)cc1)C(=O)O";"NHTGHBARYWONDQ-UHFFFAOYSA-N"
"CHEMBL3989559";"PANTOPRAZOLE SODIUM";"CONTROLOC CONTROL|PANTOPRAZOLE (AS SODIUM)|PANTOPRAZOLE SODIUM|PANTOPRAZOLE SODIUM HYDRATE|PANTOPRAZOLE SODIUM SESQUIHYDRATE|PANTOZOL CONTROL|PROTONIX IV|Protonix|SOMAC CONTROL";"Small molecule";"4.0";"423.37";"2";"2";"2.88";"92.32";"6";"1";"0";"7";"N";"0.63";"9.54";"3.55";"2.18";"2.17";"3";"MOL";"0";"26";"7";"1";"0";"383.0751";"-0.88";"NEUTRAL";"C16H16F2N3NaO5S";"COc1ccnc(C[S+]([O-])c2nc3cc(OC(F)F)ccc3[n-]2)c1OC.O.[Na+]";"CGJRLPRCWSHOFU-UHFFFAOYSA-N"
"CHEMBL3986824";"LANRAPLENIB";"GS-SYK|LANRAPLENIB";"Small molecule";"2.0";"443.52";"8";"59";"2.03";"109.73";"10";"2";"0";"5";"N";"0.48";"None";"6.30";"1.12";"1.09";"4";"MOL";"0";"33";"10";"3";"0";"443.2182";"-1.25";"NEUTRAL";"C23H25N9O";"Nc1cncc(-c2cn3ccnc3c(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)n1";"XCIGZBVOUQVIPI-UHFFFAOYSA-N"
"CHEMBL4297606";"RECOFLAVONE";"DA 6034|DA-6034|RECOFLAVONE";"Small molecule";"3.0";"386.36";"1";"2";"2.95";"104.43";"7";"1";"0";"7";"N";"0.66";"2.79";"None";"1.81";"-1.68";"3";"MOL";"0";"28";"8";"1";"0";"386.1002";"0.41";"ACID";"C20H18O8";"COc1ccc(-c2cc(=O)c3c(OC)cc(OCC(=O)O)cc3o2)cc1OC";"BCPQOBQIVJZOFL-UHFFFAOYSA-N"
"CHEMBL400599";"BENFLUOREX";"BENFLUOREX|MEDIAXAL|NSC-757396";"Small molecule";"4.0";"351.37";"8";"10";"4.08";"38.33";"3";"1";"0";"7";"N";"0.60";"None";"9.14";"4.92";"3.18";"2";"MOL";"0";"25";"3";"1";"0";"351.1446";"-0.95";"BASE";"C19H20F3NO2";"CC(Cc1cccc(C(F)(F)F)c1)NCCOC(=O)c1ccccc1";"CJAVTWRYCDNHSM-UHFFFAOYSA-N"
"CHEMBL2368861";"BUPRENORPHINE HYDROCHLORIDE";"ANORFIN|BELBUCA|BUPREDERM|BUPRENORPHINE HCL|BUPRENORPHINE HYDROCHLORIDE|BUPRENORPHINE HYDROCHLORIDE CIII|BUPREX|Buprenex|CL 112,302|CL-112302|ESPRANOR|FINIBRON|GABUP|LEPETAN|M-6029|NATZON|NIH 8805|NIH-8805|NOPAN|PREFIBIN|PROBUPHINE|RX 6029-M HCL|RX-6029-M HCL|SCH-028444|Subutex|UM 952|UM-952|VETERGESIC";"Small molecule";"4.0";"504.11";"5";"8";"4.41";"62.16";"5";"2";"0";"4";"N";"0.69";"10.42";"9.63";"3.55";"1.61";"1";"MOL";"0";"34";"5";"2";"0";"467.3036";"1.56";"BASE";"C29H42ClNO4";"CO[C@@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5.Cl";"UAIXRPCCYXNJMQ-HPRIMLMLSA-N"
"CHEMBL2104986";"TEDATIOXETINE";"LU AA24530|LU-AA24530|Lu AA24530|TEDATIOXETINE|Tedatioxetine";"Small molecule";"2.0";"283.44";"";"";"4.61";"12.03";"2";"1";"0";"3";"N";"0.88";"None";"10.03";"4.78";"2.25";"2";"MOL";"0";"20";"1";"1";"0";"283.1395";"-0.70";"BASE";"C18H21NS";"Cc1ccc(Sc2ccccc2C2CCNCC2)cc1";"CVASBKDYSQKLSO-UHFFFAOYSA-N"
"CHEMBL2365940";"DAROTROPIUM";"DAROTROPIUM CATION|DAROTROPIUM ION";"Small molecule";"2.0";"345.51";"";"";"4.90";"23.79";"1";"0";"0";"4";"N";"0.72";"None";"None";"0.68";"0.68";"2";"MOL";"0";"26";"2";"0";"0";"345.2325";"0.00";"None";"C24H29N2+";"C[N+]1(C)[C@@H]2CC[C@H]1C[C@H](CC(C#N)(c1ccccc1)c1ccccc1)C2";"BKLAJZNVMHLXAP-AGYIDARRSA-N"
"CHEMBL1743063";"RILOTUMUMAB";"AMG 102|AMG-102|RILOTUMUMAB|Rilotumumab";"Antibody";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL1697753";"ASPIRIN DL-LYSINE";"ACETYLSALICYLATE LYSINE|ACETYLSALICYLIC ACID LYSINATE|ASPEGIC|ASPIDOL|ASPIRIN DL-LYSINE|ASPIRIN LYSINE|ASPIRISINE|DL-LYSINE ACETYLSALICYLATE|DL-LYSINE-ACETYLSALICYLATE|EGICALM|FLECTADOL|L-LYSINE ACETYLSALICYLATE|LASPAL|LYSINE ACETYLSALICYLATE|Lysine Acetylsalicylate|SOLPIRIN|VENOPIRIN|VETALGINE";"Small molecule";"3.0";"326.35";"2";"5";"1.31";"63.60";"3";"1";"0";"2";"N";"0.55";"3.41";"None";"1.24";"-2.16";"1";"MOL";"0";"13";"4";"1";"0";"180.0423";"0.12";"ACID";"C15H22N2O6";"CC(=O)Oc1ccccc1C(=O)O.NCCCCC(N)C(=O)O";"JJBCTCGUOQYZHK-UHFFFAOYSA-N"
"CHEMBL2109408";"LAMPALIZUMAB";"AFD|Anti-fD|FCFD-4514S|FCFD4514S|LAMPALIZUMAB|RG-7417|RG7417|SN578B8Z9Q|anti-FACTOR-D";"Antibody";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL4444976";"CCX354";"CCX-354|CCX354|CCX354-C|GSK-2941266|GSK2941266";"Small molecule";"2.0";"451.92";"2";"4";"2.83";"92.17";"7";"1";"0";"5";"N";"0.50";"11.15";"5.05";"2.16";"2.16";"4";"MOL";"0";"32";"9";"1";"0";"451.1524";"-1.89";"NEUTRAL";"C22H22ClN7O2";"COc1cc(N2CCN(C(=O)Cn3nc(-c4ncc[nH]4)c4cccnc43)CC2)ccc1Cl";"ZIMLRKWQDLVPEK-UHFFFAOYSA-N"
"CHEMBL4298052";"DEMPLATIN PEGRAGLUMER";"DEMPLATIN PEGRAGLUMER|NC-6004|NC-6004 NANOPLATIN";"Small molecule";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL3707403";"CELIVARONE";"CELIVARONE|Celivarone|K45001587E|SSR149744|SSR149744C|UNII-K45001587E";"Small molecule";"3.0";"533.75";"";"";"8.41";"59.75";"5";"0";"2";"17";"N";"0.13";"None";"9.92";"9.30";"6.82";"3";"MOL";"0";"39";"5";"0";"2";"533.3505";"-0.34";"BASE";"C34H47NO4";"CCCCc1oc2ccc(C(=O)OC(C)C)cc2c1C(=O)c1ccc(CCCN(CCCC)CCCC)cc1";"ZCENNVQCOZQSGH-UHFFFAOYSA-N"
"CHEMBL2109379";"NI-0801";"NI-0801";"Antibody";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL462018";"TRICIRIBINE PHOSPHATE";"NSC-154020|NSC-280594|PHOSPHATE SALT OF TRICYCLIC NUCLEOSIDE|TRICIRIBINE PHOSPHATE|Triciribine|VQD-002";"Small molecule";"2.0";"400.29";"284";"294";"-1.77";"188.78";"11";"5";"1";"4";"N";"0.37";"1.22";"9.33";"-3.78";"-4.94";"2";"MOL";"0";"27";"13";"6";"2";"400.0896";"0.62";"ZWITTERION";"C13H17N6O7P";"CN1N=C(N)c2cn([C@@H]3O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]3O)c3ncnc1c23";"URLYINUFLXOMHP-HTVVRFAVSA-N"
"CHEMBL376756";"KISSPEPTIN-10";"HUMAN METASTIN 45-54|KISSPEPTIN-10|KISSPEPTIN-10 (HUMAN)";"Protein";"3.0";"1302.46";"16";"71";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"BOTH";"0";"None";"None";"None";"None";"1301.6305";"None";"None";"C63H83N17O14";"CC(C)C[C@H](NC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CO)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccccc1)C(N)=O";"RITKWYDZSSQNJI-INXYWQKQSA-N"
"CHEMBL3235279";"CAPADENOSON";"BAY 68-4986|BAY-68-4986|BAY-684986|CAPADENOSON|Capadenoson";"Small molecule";"2.0";"520.04";"33";"996";"5.51";"128.84";"9";"2";"2";"8";"N";"0.29";"None";"2.01";"5.04";"5.04";"4";"MOL";"0";"35";"7";"3";"2";"519.0590";"-1.65";"NEUTRAL";"C25H18ClN5O2S2";"N#Cc1c(N)nc(SCc2csc(-c3ccc(Cl)cc3)n2)c(C#N)c1-c1ccc(OCCO)cc1";"CITWCLNVRIKQAF-UHFFFAOYSA-N"
"CHEMBL562967";"MERICITABINE";"3',5'-DIISOBUTYRYL PSI 6130|MERICITABINE|PSI 6130 DIISOBUTYRATE|R 7128|R-7128|R7128|RG 7128|RO-5024048|RO5024048|RO5024048; R7128";"Small molecule";"2.0";"399.42";"7";"25";"1.22";"122.74";"9";"1";"0";"6";"N";"0.71";"None";"None";"1.74";"1.74";"1";"MOL";"0";"28";"9";"2";"0";"399.1806";"0.95";"NEUTRAL";"C18H26FN3O6";"CC(C)C(=O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@](C)(F)[C@@H]1OC(=O)C(C)C";"MLESJYFEMSJZLZ-MAAOGQSESA-N"
"CHEMBL3087515";"MAVOGLURANT";"AFQ-056|AFQ056|MAVOGLURANT|Mavoglurant";"Small molecule";"2.0";"313.40";"7";"14";"2.72";"49.77";"3";"1";"0";"0";"N";"0.75";"12.87";"None";"3.02";"3.02";"1";"MOL";"0";"23";"4";"1";"0";"313.1678";"0.18";"NEUTRAL";"C19H23NO3";"COC(=O)N1CC[C@@H]2[C@H]1CCC[C@@]2(O)C#Cc1cccc(C)c1";"ZFPZEYHRWGMJCV-ZHALLVOQSA-N"
"CHEMBL4297984";"NAXITAMAB";"Danyelza|HU3F8|HUMANIZED 3F8|Hu3F8|MONOCLONAL ANTIBODY HU3F8|NAXITAMAB|NAXITAMAB GQGK|NAXITAMAB-GQGK";"Antibody";"4.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL3301578";"EMIBETUZUMAB";"C-8H241|EMIBETUZUMAB|LA-480|LA480|LY-2875358|LY2875358";"Antibody";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2219776";"CENERSEN SODIUM";"CENERSEN SODIUM|EL-625|EL625|OL(1)P53";"Oligonucleotide";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL4650337";"ULOTARONT";"SEP-363856|SEP-856|ULOTARONT";"Small molecule";"3.0";"183.28";"1";"2";"1.58";"21.26";"3";"1";"0";"2";"Y";"0.75";"None";"9.24";"1.50";"-0.33";"1";"MOL";"0";"12";"2";"1";"0";"183.0718";"-0.70";"BASE";"C9H13NOS";"CNC[C@@H]1OCCc2ccsc21";"ABDDQTDRAHXHOC-QMMMGPOBSA-N"
"CHEMBL4650245";"ROZIBAFUSP ALFA";"AMG 570|AMG-570|MEDI-0700|ROZIBAFUSP ALFA";"Protein";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL117822";"ETHYLENE";"ETHYLENE";"Small molecule";"3.0";"28.05";"3";"6";"0.80";"0.00";"0";"0";"0";"0";"Y";"0.34";"None";"None";"1.11";"1.11";"0";"MOL";"0";"2";"0";"0";"0";"28.0313";"0.44";"None";"C2H4";"C=C";"VGGSQFUCUMXWEO-UHFFFAOYSA-N"
"CHEMBL2107359";"PAFURAMIDINE MALEATE";"DB-289|DB289|PAFURAMIDINE MALEATE";"Small molecule";"3.0";"480.48";"";"";"3.57";"103.36";"5";"4";"0";"6";"N";"0.30";"None";"8.83";"2.97";"0.68";"3";"MOL";"0";"27";"7";"4";"0";"364.1535";"-0.23";"BASE";"C24H24N4O7";"CONC(=N)c1ccc(-c2ccc(-c3ccc(C(=N)NOC)cc3)o2)cc1.O=C(O)/C=C\C(=O)O";"SWMNGXODFOCPKQ-BTJKTKAUSA-N"
"CHEMBL1743024";"GANITUMAB";"AMG 479|AMG-479|AMG479|GANITUMAB|Ganitumab";"Antibody";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL1200991";"CARBENICILLIN INDANYL SODIUM";"CARBENICILLIN INDANYL SODIUM|CARINDACILLIN SODIUM|CARINDACILLIN SODIUM SALT|CP-15,464-2|CP-15464-2|Geocillin";"Small molecule";"4.0";"516.55";"1";"14";"2.50";"113.01";"6";"2";"0";"6";"N";"0.27";"3.29";"None";"3.63";"0.20";"2";"MOL";"0";"35";"8";"2";"0";"494.1512";"0.25";"ACID";"C26H25N2NaO6S";"CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)Oc3ccc4c(c3)CCC4)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[Na+]";"QFWPXOXWAUAYAB-XZVIDJSISA-M"
"CHEMBL82301";"VICRIVIROC";"MK-7690|SCH-351125|SCH-417690 FREE BASE|SCH-D|VICRIVIROC";"Small molecule";"3.0";"533.64";"14";"146";"4.50";"61.80";"6";"0";"1";"6";"N";"0.55";"None";"8.44";"2.80";"1.72";"2";"MOL";"0";"38";"7";"0";"1";"533.2978";"-0.76";"NEUTRAL";"C28H38F3N5O2";"COC[C@@H](c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C";"CNPVJJQCETWNEU-CYFREDJKSA-N"
"CHEMBL4650324";"VEBICORVIR";"ABI-H0731|VEBICORVIR";"Small molecule";"2.0";"467.45";"1";"1";"3.49";"105.23";"6";"2";"0";"3";"N";"0.61";"12.78";"None";"3.54";"3.54";"3";"MOL";"0";"31";"7";"2";"0";"467.0221";"-1.70";"NEUTRAL";"C19H12F3N3O4S2";"O=C(NCc1cnc(C(F)(F)F)s1)c1ccc2c(c1)NC(=O)c1ccccc1S2(=O)=O";"LBJVBJYMZKEREY-UHFFFAOYSA-N"
"CHEMBL2106413";"BIBAPCITIDE";"BIBAPCITIDE|P-280|P280|TECHNETIUM TC 99M APCITIDE DIMER";"Protein";"-1.0";"3021.41";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"3018.8804";"None";"None";"C112H162N36O43S10";"CC(=O)NCSC[C@H](NC(=O)CNC(=O)CNC(=O)[C@@H]1CSCC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CSCCCN)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N1)C(=O)NCC(=O)N[C@@H](CSCNC(C)=O)C(=O)NCC(=O)NCC(=O)N[C@@H](CS[C@H]1CC(=O)N(COCN2C(=O)C[C@H](SC[C@H](NC(=O)CNC(=O)CNC(=O)[C@H](CSCNC(C)=O)NC(=O)CNC(=O)[C@H](CSCNC(C)=O)NC(=O)CNC(=O)CNC(=O)[C@@H]3CSCC(=O)N[C@@H](Cc4ccc(O)cc4)C(=O)N[C@@H](CSCCCN)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N3)C(N)=O)C2=O)C1=O)C(N)=O";"NQQYGNMPSAJCFD-XZZMYFQKSA-N"
